-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2020 through 03/18/2020 
Location: Latitude  30.6171   Longitude 102.7103 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 3005.86 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
RH2M MERRA2 1/2x1/2 Relative Humidity at 2 Meters (%) 
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) 
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) 
QV2M MERRA2 1/2x1/2 Specific Humidity at 2 Meters (kg kg-1) 
-END HEADER-
LAT,LON,YEAR,MO,DY,RH2M,QV2M,T2M_RANGE,T2M_MAX,T2M_MIN,T2M
30.61711,102.71031,2020,02,22,   84.56,  0.003482,   13.77,    3.29,  -10.48,   -3.45
30.61711,102.71031,2020,02,23,   82.22,  0.004019,   10.60,    4.35,   -6.25,   -1.23
30.61711,102.71031,2020,02,24,   78.47,  0.004187,   11.84,    5.87,   -5.96,   -0.08
30.61711,102.71031,2020,02,25,   85.08,  0.004720,    8.08,    5.17,   -2.92,    0.48
30.61711,102.71031,2020,02,26,   88.79,  0.004881,   11.25,    6.33,   -4.92,    0.37
30.61711,102.71031,2020,02,27,   94.30,  0.005153,    7.27,    4.39,   -2.88,    0.25
30.61711,102.71031,2020,02,28,   83.88,  0.004351,    7.99,    3.98,   -4.02,   -0.45
30.61711,102.71031,2020,02,29,   80.38,  0.004147,   14.63,    6.64,   -7.99,   -0.54
30.61711,102.71031,2020,03,01,   91.44,  0.004683,    7.08,    3.31,   -3.77,   -0.62
30.61711,102.71031,2020,03,02,   87.82,  0.004218,    8.70,    3.72,   -4.98,   -1.51
30.61711,102.71031,2020,03,03,   93.02,  0.003753,    6.29,    0.03,   -6.26,   -3.83
30.61711,102.71031,2020,03,04,   88.12,  0.003859,    8.75,    2.13,   -6.63,   -2.72
30.61711,102.71031,2020,03,05,   87.00,  0.004371,   11.49,    5.01,   -6.48,   -0.93
30.61711,102.71031,2020,03,06,   81.57,  0.004735,   11.78,    7.25,   -4.53,    1.04
30.61711,102.71031,2020,03,07,   78.00,  0.005110,    9.83,    8.25,   -1.58,    2.71
30.61711,102.71031,2020,03,08,   78.32,  0.005323,    9.60,    9.06,   -0.55,    3.17
30.61711,102.71031,2020,03,09,   84.21,  0.004312,    8.17,    4.29,   -3.88,   -0.65
30.61711,102.71031,2020,03,10,   85.45,  0.003967,    8.17,    2.53,   -5.64,   -1.95
30.61711,102.71031,2020,03,11,   90.48,  0.004438,    9.52,    3.39,   -6.13,   -1.28
30.61711,102.71031,2020,03,12,   80.77,  0.005066,    9.09,    6.92,   -2.17,    2.14
30.61711,102.71031,2020,03,13,   85.23,  0.004735,    9.33,    6.27,   -3.06,    0.57
30.61711,102.71031,2020,03,14,   83.07,  0.004603,   10.36,    6.68,   -3.68,    0.53
30.61711,102.71031,2020,03,15,   84.61,  0.005390,   10.00,    8.56,   -1.44,    2.40
30.61711,102.71031,2020,03,16,   87.73,  0.004862,    9.30,    5.28,   -4.02,    0.48
30.61711,102.71031,2020,03,17,   82.91,  0.004167,    7.97,    3.61,   -4.36,   -0.82
30.61711,102.71031,2020,03,18,   80.88,  0.004332,    8.60,    4.39,   -4.22,    0.00
